i,cmp
420,2
421,0
422,1
423,0
424,3
425,0
426,1
427,0
428,2
429,0
430,1
431,0
432,4
433,0
434,1
435,0
436,2
437,0
438,1
439,0
440,3
441,0
442,1
443,0
444,2
445,0
446,1
447,0
448,6
449,0
450,1
451,0
452,2
453,0
454,1
455,0
456,3
457,0
458,1
459,0
460,2
461,0
462,1
463,0
464,4
465,0
466,1
467,0
468,2
469,0
470,1
471,0
472,3
473,0
474,1
475,0
476,2
477,0
478,1
479,0
480,5
481,0
482,1
483,0
484,2
485,0
486,1
487,0
488,3
489,0
490,1
491,0
492,2
493,0
494,1
495,0
496,4
497,0
498,1
499,0
500,2
501,0
502,1
503,0
504,3
505,0
506,1
507,0
508,2
509,0
510,1
511,0
512,9
513,0
514,1
515,0
516,2
517,0
518,1
519,0
520,3
521,0
522,1
523,0
524,2
525,0
526,1
527,0
528,4
529,0
530,1
531,0
532,2
533,0
534,1
535,0
536,3
537,0
538,1
539,0
540,2
541,0
542,1
543,0
544,5
545,0
546,1
547,0
548,2
549,0
550,1
551,0
552,3
553,0
554,1
555,0
556,2
557,0
558,1
559,0
560,4
561,0
562,1
563,0
564,2
565,0
566,1
567,0
568,3
569,0
570,1
571,0
572,2
573,0
574,1
575,0
576,6
577,0
578,1
579,0
580,2
581,0
582,1
583,0
584,3
585,0
586,1
587,0
588,2
589,0
590,1
591,0
592,4
593,0
594,1
595,0
596,2
597,0
598,1
599,0
600,3
601,0
602,1
603,0
604,2
605,0
606,1
607,0
608,5
609,0
610,1
611,0
612,2
613,0
614,1
615,0
616,3
617,0
618,1
619,0
620,2
621,0
622,1
623,0
624,4
625,0
626,1
627,0
628,2
629,0
630,1
631,0
632,3
633,0
634,1
635,0
636,2
637,0
638,1
639,0
640,7
641,0
642,1
643,0
644,2
645,0
646,1
647,0
648,3
649,0
650,1
651,0
652,2
653,0
654,1
655,0
656,4
657,0
658,1
659,0
660,2
661,0
662,1
663,0
664,3
665,0
666,1
667,0
668,2
669,0
670,1
671,0
672,5
673,0
674,1
675,0
676,2
677,0
678,1
679,0
680,3
681,0
682,1
683,0
684,2
685,0
686,1
687,0
688,4
689,0
690,1
691,0
692,2
693,0
694,1
695,0
696,3
697,0
698,1
699,0
700,2
701,0
702,1
703,0
704,6
705,0
706,1
707,0
708,2
709,0
710,1
711,0
712,3
713,0
714,1
715,0
716,2
717,0
718,1
719,0
720,4
721,0
722,1
723,0
724,2
725,0
726,1
727,0
728,3
729,0
730,1
731,0
732,2
733,0
734,1
735,0
736,5
737,0
738,1
739,0
740,2
741,0
742,1
743,0
744,3
745,0
746,1
747,0
748,2
749,0
750,1
751,0
752,4
753,0
754,1
755,0
756,2
757,0
758,1
759,0
760,3
761,0
762,1
763,0
764,2
765,0
766,1
767,0
768,8
769,0
770,1
771,0
772,2
773,0
774,1
775,0
776,3
777,0
778,1
779,0
780,2
781,0
782,1
783,0
784,4
785,0
786,1
787,0
788,2
789,0
790,1
791,0
792,3
793,0
794,1
795,0
796,2
797,0
798,1
799,0
800,5
801,0
802,1
803,0
804,2
805,0
806,1
807,0
808,3
809,0
810,1
811,0
812,2
813,0
814,1
815,0
816,4
817,0
818,1
819,0
820,2
821,0
822,1
823,0
824,3
825,0
826,1
827,0
828,2
829,0
830,1
831,0
832,6
833,0
834,1
835,0
836,2
837,0
838,1
839,0
840,3
841,0
842,1
843,0
844,2
845,0
846,1
847,0
848,4
849,0
850,1
851,0
852,2
853,0
854,1
855,0
856,3
857,0
858,1
859,0
860,2
861,0
862,1
863,0
864,5
865,0
866,1
867,0
868,2
869,0
870,1
871,0
872,3
873,0
874,1
875,0
876,2
877,0
878,1
879,0
880,4
881,0
882,1
883,0
884,2
885,0
886,1
887,0
888,3
889,0
890,1
891,0
892,2
893,0
894,1
895,0
896,7
897,0
898,1
899,0
900,2
901,0
902,1
903,0
904,3
905,0
906,1
907,0
908,2
909,0
910,1
911,0
912,4
913,0
914,1
915,0
916,2
917,0
918,1
919,0
920,3
921,0
922,1
923,0
924,2
925,0
926,1
927,0
928,5
929,0
930,1
931,0
932,2
933,0
934,1
935,0
936,3
937,0
938,1
939,0
940,2
941,0
942,1
943,0
944,4
945,0
946,1
947,0
948,2
949,0
950,1
951,0
952,3
953,0
954,1
955,0
956,2
957,0
958,1
959,0
960,6
961,0
962,1
963,0
964,2
965,0
966,1
967,0
968,3
969,0
970,1
971,0
972,2
973,0
974,1
975,0
976,4
977,0
978,1
979,0
980,2
981,0
982,1
983,0
984,3
985,0
986,1
987,0
988,2
989,0
990,1
991,0
992,5
993,0
994,1
995,0
996,2
997,0
998,1
999,0
1000,3
1001,0
1002,1
1003,0
1004,2
1005,0
1006,1
1007,0
1008,3
1009,0
1010,1
1011,0
1012,2
1013,0
1014,1
1015,0
1016,4
1017,0
1018,1
1019,0
1020,2
1021,0
1022,1
1023,0
1024,3
1025,0
1026,1
1027,0
1028,2
1029,0
1030,1
1031,0
1032,5
1033,0
1034,1
1035,0
1036,2
1037,0
1038,1
1039,0
1040,3
1041,0
1042,1
1043,0
1044,2
1045,0
1046,1
1047,0
1048,4
1049,0
1050,1
1051,0
1052,2
1053,0
1054,1
1055,0
1056,3
1057,0
1058,1
1059,0
1060,2
1061,0
1062,1
1063,0
1064,6
1065,0
1066,1
1067,0
1068,2
1069,0
1070,1
1071,0
1072,3
1073,0
1074,1
1075,0
1076,2
1077,0
1078,1
1079,0
1080,4
1081,0
1082,1
1083,0
1084,2
1085,0
1086,1
1087,0
1088,3
1089,0
1090,1
1091,0
1092,2
1093,0
1094,1
1095,0
1096,5
1097,0
1098,1
1099,0
1100,2
1101,0
1102,1
1103,0
1104,3
1105,0
1106,1
1107,0
1108,2
1109,0
1110,1
1111,0
1112,4
1113,0
1114,1
1115,0
1116,2
1117,0
1118,1
1119,0
1120,3
1121,0
1122,1
1123,0
1124,2
1125,0
1126,1
1127,0
1128,7
1129,0
1130,1
1131,0
1132,2
1133,0
1134,1
1135,0
1136,3
1137,0
1138,1
1139,0
1140,2
1141,0
1142,1
1143,0
1144,4
1145,0
1146,1
1147,0
1148,2
1149,0
1150,1
1151,0
1152,3
1153,0
1154,1
1155,0
1156,2
1157,0
1158,1
1159,0
1160,5
1161,0
1162,1
1163,0
1164,2
1165,0
1166,1
1167,0
1168,3
1169,0
1170,1
1171,0
1172,2
1173,0
1174,1
1175,0
1176,4
1177,0
1178,1
1179,0
1180,2
1181,0
1182,1
1183,0
1184,3
1185,0
1186,1
1187,0
1188,2
1189,0
1190,1
1191,0
1192,6
1193,0
1194,1
1195,0
1196,2
1197,0
1198,1
1199,0
1200,3
1201,0
1202,1
1203,0
1204,2
1205,0
1206,1
1207,0
1208,4
1209,0
1210,1
1211,0
1212,2
1213,0
1214,1
1215,0
1216,3
1217,0
1218,1
1219,0
1220,2
1221,0
1222,1
1223,0
1224,5
1225,0
1226,1
1227,0
1228,2
1229,0
1230,1
1231,0
1232,3
1233,0
1234,1
1235,0
1236,2
1237,0
1238,1
1239,0
1240,4
1241,0
1242,1
1243,0
1244,2
1245,0
1246,1
1247,0
1248,3
1249,0
1250,1
1251,0
1252,2
1253,0
1254,1
1255,0
1256,8
1257,0
1258,1
1259,0
1260,2
1261,0
1262,1
1263,0
1264,3
1265,0
1266,1
1267,0
1268,2
1269,0
1270,1
1271,0
1272,4
1273,0
1274,1
1275,0
1276,2
1277,0
1278,1
1279,0
1280,3
1281,0
1282,1
1283,0
1284,2
1285,0
1286,1
1287,0
1288,5
1289,0
1290,1
1291,0
1292,2
1293,0
1294,1
1295,0
1296,3
1297,0
1298,1
1299,0
1300,2
1301,0
1302,1
1303,0
1304,4
1305,0
1306,1
1307,0
1308,2
1309,0
1310,1
1311,0
1312,3
1313,0
1314,1
1315,0
1316,2
1317,0
1318,1
1319,0
1320,6
1321,0
1322,1
1323,0
1324,2
1325,0
1326,1
1327,0
1328,3
1329,0
1330,1
1331,0
1332,2
1333,0
1334,1
1335,0
1336,4
1337,0
1338,1
1339,0
1340,2
1341,0
1342,1
1343,0
1344,3
1345,0
1346,1
1347,0
1348,2
1349,0
1350,1
1351,0
1352,5
1353,0
1354,1
1355,0
1356,2
1357,0
1358,1
1359,0
1360,3
1361,0
1362,1
1363,0
1364,2
1365,0
1366,1
1367,0
1368,4
1369,0
1370,1
1371,0
1372,2
1373,0
1374,1
1375,0
1376,3
1377,0
1378,1
1379,0
1380,2
1381,0
1382,1
1383,0
1384,7
1385,0
1386,1
1387,0
1388,2
1389,0
1390,1
1391,0
1392,3
1393,0
1394,1
1395,0
1396,2
1397,0
1398,1
1399,0
1400,4
1401,0
1402,1
1403,0
1404,2
1405,0
1406,1
1407,0
1408,3
1409,0
1410,1
1411,0
1412,2
1413,0
1414,1
1415,0
1416,5
1417,0
1418,1
1419,0
1420,2
1421,0
1422,1
1423,0
1424,3
1425,0
1426,1
1427,0
1428,2
1429,0
1430,1
1431,0
1432,4
1433,0
1434,1
1435,0
1436,2
1437,0
1438,1
1439,0
1440,3
1441,0
1442,1
1443,0
1444,2
1445,0
1446,1
1447,0
1448,6
1449,0
1450,1
1451,0
1452,2
1453,0
1454,1
1455,0
1456,3
1457,0
1458,1
1459,0
1460,2
1461,0
1462,1
1463,0
1464,4
1465,0
1466,1
1467,0
1468,2
1469,0
1470,1
1471,0
1472,3
1473,0
1474,1
1475,0
1476,2
1477,0
1478,1
1479,0
1480,5
1481,0
1482,1
1483,0
1484,2
1485,0
1486,1
1487,0
1488,3
1489,0
1490,1
1491,0
1492,2
1493,0
1494,1
1495,0
1496,4
1497,0
1498,1
1499,0
1500,2
1501,0
1502,1
1503,0
1504,3
1505,0
1506,1
1507,0
1508,2
1509,0
1510,1
1511,0
1512,9
1513,0
1514,1
1515,0
1516,2
1517,0
1518,1
1519,0
1520,3
1521,0
1522,1
1523,0
1524,2
1525,0
1526,1
1527,0
1528,4
1529,0
1530,1
1531,0
1532,2
1533,0
1534,1
1535,0
1536,3
1537,0
1538,1
1539,0
1540,2
1541,0
1542,1
1543,0
1544,5
1545,0
1546,1
1547,0
1548,2
1549,0
1550,1
1551,0
1552,3
1553,0
1554,1
1555,0
1556,2
1557,0
1558,1
1559,0
1560,4
1561,0
1562,1
1563,0
1564,2
1565,0
1566,1
1567,0
1568,3
1569,0
1570,1
1571,0
1572,2
1573,0
1574,1
1575,0
1576,6
1577,0
1578,1
1579,0
1580,2
1581,0
1582,1
1583,0
1584,3
1585,0
1586,1
1587,0
1588,2
1589,0
1590,1
1591,0
1592,4
1593,0
1594,1
1595,0
1596,2
1597,0
1598,1
1599,0
1600,3
1601,0
1602,1
1603,0
1604,2
1605,0
1606,1
1607,0
1608,5
1609,0
1610,1
1611,0
1612,2
1613,0
1614,1
1615,0
1616,3
1617,0
1618,1
1619,0
1620,2
1621,0
1622,1
1623,0
1624,4
1625,0
1626,1
1627,0
1628,2
1629,0
1630,1
1631,0
1632,3
1633,0
1634,1
1635,0
1636,2
1637,0
1638,1
1639,0
1640,7
1641,0
1642,1
1643,0
1644,2
1645,0
1646,1
1647,0
1648,3
1649,0
1650,1
1651,0
1652,2
1653,0
1654,1
1655,0
1656,4
1657,0
1658,1
1659,0
1660,2
1661,0
1662,1
1663,0
1664,3
1665,0
1666,1
1667,0
1668,2
1669,0
1670,1
1671,0
1672,5
1673,0
1674,1
1675,0
1676,2
1677,0
1678,1
1679,0
1680,3
1681,0
1682,1
1683,0
1684,2
1685,0
1686,1
1687,0
1688,4
1689,0
1690,1
1691,0
1692,2
1693,0
1694,1
1695,0
1696,3
1697,0
1698,1
1699,0
1700,2
1701,0
1702,1
1703,0
1704,6
1705,0
1706,1
1707,0
1708,2
1709,0
1710,1
1711,0
1712,3
1713,0
1714,1
1715,0
1716,2
1717,0
1718,1
1719,0
1720,4
1721,0
1722,1
1723,0
1724,2
1725,0
1726,1
1727,0
1728,3
1729,0
1730,1
1731,0
1732,2
1733,0
1734,1
1735,0
1736,5
1737,0
1738,1
1739,0
1740,2
1741,0
1742,1
1743,0
1744,3
1745,0
1746,1
1747,0
1748,2
1749,0
1750,1
1751,0
1752,4
1753,0
1754,1
1755,0
1756,2
1757,0
1758,1
1759,0
1760,3
1761,0
1762,1
1763,0
1764,2
1765,0
1766,1
1767,0
1768,8
1769,0
1770,1
1771,0
1772,2
1773,0
1774,1
1775,0
1776,3
1777,0
1778,1
1779,0
1780,2
1781,0
1782,1
1783,0
1784,4
1785,0
1786,1
1787,0
1788,2
1789,0
1790,1
1791,0
1792,3
1793,0
1794,1
1795,0
1796,2
1797,0
1798,1
1799,0
1800,5
1801,0
1802,1
1803,0
1804,2
1805,0
1806,1
1807,0
1808,3
1809,0
1810,1
1811,0
1812,2
1813,0
1814,1
1815,0
1816,4
1817,0
1818,1
1819,0
1820,2
1821,0
1822,1
1823,0
1824,3
1825,0
1826,1
1827,0
1828,2
1829,0
1830,1
1831,0
1832,6
1833,0
1834,1
1835,0
1836,2
1837,0
1838,1
1839,0
1840,3
1841,0
1842,1
1843,0
1844,2
1845,0
1846,1
1847,0
1848,4
1849,0
1850,1
1851,0
1852,2
1853,0
1854,1
1855,0
1856,3
1857,0
1858,1
1859,0
1860,2
1861,0
1862,1
1863,0
1864,5
1865,0
1866,1
1867,0
1868,2
1869,0
1870,1
1871,0
1872,3
1873,0
1874,1
1875,0
1876,2
1877,0
1878,1
1879,0
1880,4
1881,0
1882,1
1883,0
1884,2
1885,0
1886,1
1887,0
1888,3
1889,0
1890,1
1891,0
1892,2
1893,0
1894,1
1895,0
1896,7
1897,0
1898,1
1899,0
1900,2
1901,0
1902,1
1903,0
1904,3
1905,0
1906,1
1907,0
1908,2
1909,0
1910,1
1911,0
1912,4
1913,0
1914,1
1915,0
1916,2
1917,0
1918,1
1919,0
1920,3
1921,0
1922,1
1923,0
1924,2
1925,0
1926,1
1927,0
1928,5
1929,0
1930,1
1931,0
1932,2
1933,0
1934,1
1935,0
1936,3
1937,0
1938,1
1939,0
1940,2
1941,0
1942,1
1943,0
1944,4
1945,0
1946,1
1947,0
1948,2
1949,0
1950,1
1951,0
1952,3
1953,0
1954,1
1955,0
1956,2
1957,0
1958,1
1959,0
1960,6
1961,0
1962,1
1963,0
1964,2
1965,0
1966,1
1967,0
1968,3
1969,0
1970,1
1971,0
1972,2
1973,0
1974,1
1975,0
1976,4
1977,0
1978,1
1979,0
1980,2
1981,0
1982,1
1983,0
1984,3
1985,0
1986,1
1987,0
1988,2
1989,0
1990,1
1991,0
1992,5
1993,0
1994,1
1995,0
1996,2
1997,0
1998,1
1999,0
2000,3
2001,6
2002,12
2003,19
2004,13
2005,18
2006,15
2007,16
2008,12
2009,17
2010,13
2011,18
2012,15
2013,15
2014,14
2015,17
2016,15
2017,16
2018,9
2019,18
2020,17
2021,19
2022,16
2023,18
2024,16
2025,17
2026,13
2027,19
2028,17
2029,18
2030,14
2031,18
2032,16
2033,17
2034,12
2035,19
2036,15
2037,18
2038,15
2039,15
2040,15
2041,17
2042,13
2043,15
2044,16
2045,14
2046,14
2047,15
2048,15
2049,16
2050,8
2051,18
2052,16
2053,17
2054,14
2055,16
2056,16
2057,17
2058,13
2059,18
2060,13
2061,17
2062,13
2063,17
2064,12
2065,16
2066,11
2067,18
2068,13
2069,17
2070,13
2071,17
2072,13
2073,16
2074,12
2075,17
2076,14
2077,15
2078,13
2079,16
2080,14
2081,15
2082,7
2083,19
2084,18
2085,18
2086,15
2087,17
2088,17
2089,18
2090,14
2091,19
2092,17
2093,18
2094,15
2095,18
2096,15
2097,16
2098,6
2099,17
2100,17
2101,18
2102,14
2103,18
2104,15
2105,17
2106,13
2107,18
2108,16
2109,16
2110,14
2111,17
2112,15
2113,16
2114,9
2115,19
2116,17
2117,17
2118,15
2119,18
2120,16
2121,16
2122,12
2123,17
2124,15
2125,17
2126,14
2127,16
2128,15
2129,16
2130,9
2131,17
2132,14
2133,16
2134,14
2135,17
2136,14
2137,16
2138,12
2139,15
2140,15
2141,16
2142,12
2143,16
2144,13
2145,15
2146,8
2147,18
2148,16
2149,17
2150,14
2151,18
2152,16
2153,17
2154,13
2155,18
2156,15
2157,17
2158,13
2159,17
2160,15
2161,15
2162,11
2163,18
2164,16
2165,17
2166,13
2167,17
2168,15
2169,16
2170,12
2171,17
2172,15
2173,16
2174,13
2175,14
2176,14
2177,13
2178,9
2179,18
2180,16
2181,17
2182,14
2183,17
2184,15
2185,15
2186,11
2187,17
2188,14
2189,16
2190,13
2191,16
2192,13
2193,15
2194,8
2195,17
2196,15
2197,16
2198,12
2199,14
2200,13
2201,15
2202,10
2203,14
2204,14
2205,14
2206,12
2207,15
2208,13
2209,14
2210,4
2211,20
2212,17
2213,19
2214,16
2215,19
2216,17
2217,18
2218,14
2219,18
2220,16
2221,18
2222,15
2223,18
2224,16
2225,17
2226,11
2227,19
2228,17
2229,18
2230,14
2231,18
2232,16
2233,17
2234,13
2235,18
2236,16
2237,14
2238,13
2239,17
2240,15
2241,15
2242,9
2243,19
2244,17
2245,18
2246,14
2247,17
2248,12
2249,17
2250,13
2251,18
2252,15
2253,16
2254,14
2255,17
2256,15
2257,16
2258,11
2259,18
2260,16
2261,17
2262,13
2263,16
2264,14
2265,16
2266,12
2267,17
2268,14
2269,15
2270,13
2271,16
2272,11
2273,12
2274,8
2275,19
2276,17
2277,18
2278,14
2279,18
2280,15
2281,16
2282,13
2283,15
2284,15
2285,16
2286,9
2287,17
2288,14
2289,15
2290,11
2291,18
2292,16
2293,17
2294,14
2295,17
2296,15
2297,15
2298,12
2299,16
2300,15
2301,16
2302,13
2303,16
2304,14
2305,15
2306,9
2307,18
2308,13
2309,17
2310,14
2311,17
2312,15
2313,16
2314,12
2315,17
2316,15
2317,16
2318,12
2319,15
2320,14
2321,15
2322,10
2323,16
2324,15
2325,16
2326,13
2327,16
2328,14
2329,15
2330,10
2331,16
2332,13
2333,15
2334,12
2335,14
2336,13
2337,13
2338,5
2339,19
2340,17
2341,10
2342,14
2343,18
2344,16
2345,17
2346,13
2347,18
2348,16
2349,17
2350,13
2351,17
2352,10
2353,16
2354,11
2355,18
2356,15
2357,17
2358,9
2359,17
2360,15
2361,15
2362,12
2363,17
2364,15
2365,16
2366,13
2367,16
2368,14
2369,15
2370,8
2371,17
2372,15
2373,16
2374,14
2375,17
2376,15
2377,16
2378,12
2379,17
2380,15
2381,16
2382,13
2383,16
2384,14
2385,15
2386,10
2387,17
2388,15
2389,16
2390,13
2391,15
2392,14
2393,15
2394,11
2395,15
2396,13
2397,14
2398,12
2399,15
2400,13
2401,13
2402,3
2403,17
2404,16
2405,17
2406,14
2407,17
2408,14
2409,15
2410,12
2411,17
2412,15
2413,10
2414,13
2415,16
2416,14
2417,15
2418,10
2419,16
2420,15
2421,15
2422,13
2423,16
2424,14
2425,14
2426,11
2427,16
2428,13
2429,15
2430,12
2431,15
2432,13
2433,14
2434,7
2435,17
2436,15
2437,15
2438,12
2439,16
2440,14
2441,14
2442,10
2443,15
2444,14
2445,15
2446,11
2447,15
2448,12
2449,14
2450,9
2451,15
2452,14
2453,7
2454,11
2455,14
2456,12
2457,14
2458,10
2459,15
2460,13
2461,13
2462,11
2463,13
2464,12
2465,13
2466,3
2467,20
2468,18
2469,17
2470,16
2471,16
2472,17
2473,18
2474,14
2475,19
2476,15
2477,18
2478,15
2479,16
2480,16
2481,17
2482,12
2483,19
2484,17
2485,18
2486,15
2487,18
2488,16
2489,15
2490,11
2491,15
2492,13
2493,17
2494,14
2495,14
2496,11
2497,16
2498,10
2499,19
2500,17
2501,18
2502,13
2503,18
2504,14
2505,17
2506,13
2507,18
2508,16
2509,15
2510,14
2511,17
2512,15
2513,13
2514,11
2515,18
2516,13
2517,10
2518,10
2519,17
2520,15
2521,16
2522,12
2523,15
2524,15
2525,14
2526,13
2527,16
2528,12
2529,15
2530,5
2531,19
2532,17
2533,15
2534,10
2535,18
2536,16
2537,17
2538,13
2539,13
2540,14
2541,15
2542,14
2543,17
2544,15
2545,14
2546,11
2547,18
2548,16
2549,17
2550,14
2551,15
2552,12
2553,16
2554,12
2555,15
2556,15
2557,16
2558,13
2559,16
2560,14
2561,15
2562,9
2563,18
2564,16
2565,17
2566,14
2567,17
2568,12
2569,14
2570,10
2571,17
2572,15
2573,16
2574,13
2575,16
2576,14
2577,13
2578,7
2579,17
2580,15
2581,13
2582,11
2583,16
2584,14
2585,15
2586,11
2587,16
2588,14
2589,12
2590,12
2591,15
2592,13
2593,14
2594,6
2595,19
2596,17
2597,18
2598,15
2599,16
2600,14
2601,15
2602,13
2603,18
2604,16
2605,17
2606,14
2607,17
2608,15
2609,16
2610,11
2611,18
2612,16
2613,17
2614,12
2615,17
2616,15
2617,16
2618,8
2619,17
2620,15
2621,16
2622,13
2623,16
2624,14
2625,15
2626,9
2627,18
2628,14
2629,15
2630,10
2631,17
2632,15
2633,16
2634,12
2635,17
2636,15
2637,10
2638,11
2639,14
2640,14
2641,15
2642,10
2643,17
2644,13
2645,16
2646,13
2647,14
2648,12
2649,15
2650,11
2651,16
2652,14
2653,15
2654,12
2655,15
2656,13
2657,14
2658,3
2659,18
2660,16
2661,17
2662,14
2663,15
2664,13
2665,14
2666,12
2667,15
2668,15
2669,16
2670,13
2671,14
2672,14
2673,15
2674,8
2675,17
2676,15
2677,16
2678,13
2679,16
2680,14
2681,15
2682,11
2683,16
2684,12
2685,15
2686,12
2687,15
2688,11
2689,14
2690,3
2691,17
2692,15
2693,16
2694,13
2695,14
2696,14
2697,15
2698,11
2699,16
2700,14
2701,13
2702,12
2703,15
2704,13
2705,14
2706,9
2707,16
2708,14
2709,15
2710,12
2711,15
2712,13
2713,14
2714,10
2715,15
2716,13
2717,14
2718,11
2719,14
2720,12
2721,13
2722,2
2723,19
2724,14
2725,18
2726,15
2727,18
2728,16
2729,17
2730,13
2731,18
2732,16
2733,17
2734,14
2735,17
2736,15
2737,13
2738,6
2739,18
2740,16
2741,17
2742,14
2743,17
2744,15
2745,16
2746,9
2747,17
2748,15
2749,16
2750,13
2751,16
2752,14
2753,15
2754,9
2755,18
2756,16
2757,17
2758,14
2759,17
2760,15
2761,13
2762,12
2763,17
2764,15
2765,16
2766,13
2767,13
2768,11
2769,15
2770,10
2771,17
2772,15
2773,16
2774,13
2775,16
2776,14
2777,15
2778,11
2779,16
2780,11
2781,11
2782,12
2783,15
2784,13
2785,14
2786,7
2787,18
2788,16
2789,17
2790,8
2791,17
2792,15
2793,16
2794,6
2795,17
2796,15
2797,11
2798,13
2799,16
2800,14
2801,15
2802,10
2803,17
2804,15
2805,13
2806,13
2807,13
2808,14
2809,15
2810,11
2811,16
2812,14
2813,15
2814,12
2815,15
2816,13
2817,14
2818,8
2819,17
2820,15
2821,16
2822,13
2823,16
2824,14
2825,15
2826,11
2827,16
2828,14
2829,15
2830,12
2831,15
2832,13
2833,14
2834,9
2835,16
2836,14
2837,15
2838,12
2839,12
2840,10
2841,14
2842,7
2843,15
2844,13
2845,14
2846,11
2847,14
2848,12
2849,13
2850,5
2851,18
2852,11
2853,17
2854,14
2855,17
2856,15
2857,16
2858,12
2859,17
2860,11
2861,16
2862,13
2863,16
2864,14
2865,15
2866,10
2867,17
2868,15
2869,16
2870,13
2871,16
2872,7
2873,15
2874,11
2875,16
2876,14
2877,15
2878,12
2879,15
2880,13
2881,14
2882,8
2883,17
2884,15
2885,16
2886,13
2887,16
2888,14
2889,15
2890,11
2891,16
2892,14
2893,15
2894,12
2895,15
2896,13
2897,14
2898,9
2899,16
2900,14
2901,15
2902,12
2903,15
2904,13
2905,14
2906,10
2907,15
2908,13
2909,14
2910,11
2911,14
2912,12
2913,13
2914,6
2915,17
2916,15
2917,16
2918,13
2919,16
2920,14
2921,15
2922,11
2923,16
2924,14
2925,15
2926,12
2927,15
2928,13
2929,14
2930,4
2931,16
2932,14
2933,15
2934,12
2935,15
2936,13
2937,14
2938,10
2939,15
2940,13
2941,14
2942,11
2943,14
2944,12
2945,13
2946,7
2947,16
2948,14
2949,9
2950,12
2951,15
2952,13
2953,14
2954,10
2955,15
2956,13
2957,14
2958,11
2959,14
2960,12
2961,13
2962,8
2963,15
2964,13
2965,14
2966,11
2967,14
2968,12
2969,13
2970,9
2971,14
2972,12
2973,13
2974,10
2975,13
2976,11
2977,12
2978,1
2979,19
2980,15
2981,18
2982,15
2983,18
2984,14
2985,16
2986,10
2987,15
2988,16
2989,17
2990,14
2991,15
2992,14
2993,15
2994,10
2995,18
2996,16
2997,17
